doctor_id,doctor_name,specialty,clinic_name,city,region,tier,active_flag,last_updated
D0560,Dr Youssef Saad,Cardiology,Hope Clinic,Qena,South,C,0,2024-07-16
D0561,Dr Youssef Mahmoud,Internal Medicine,Shifa Clinic,Tanta,North,B,1,2024-08-17
D0562,Dr Khaled Ali,Endocrinology,Noor Clinic,Qena,South,A,1,2023-07-18
D0563,Dr Khaled Mahmoud,Gastroenterology,Noor Clinic,Port Said,East,C,1,2024-08-03
D0564,Dr Omar Ali,Neurology,Shifa Clinic,Asyut,South,B,1,2025-01-27
D0565,Dr Ali Mahmoud,Neurology,Noor Clinic,Ismailia,East,C,1,2024-01-03
D0566,Dr Ali Hassan,Pulmonology,Hope Clinic,Cairo,Central,C,1,2023-10-15
D0567,Dr Hassan Saad,Internal Medicine,Life Clinic,Sohag,South,C,1,2025-05-19
D0568,Dr Hassan Ali,Endocrinology,Elite Clinic,Giza,Central,C,1,2024-07-10
D0569,Dr Ali Mahmoud,Pediatrics,Care Clinic,Sohag,South,B,1,2025-01-20
D0570,Dr Ali Mostafa,Pediatrics,Elite Clinic,Marsa Matruh,West,B,1,2023-09-02
D0571,Dr Omar Hassan,Pulmonology,Elite Clinic,Qena,South,B,1,2024-08-02
D0572,Dr Ahmed Mahmoud,Neurology,Shifa Clinic,Riyadh,Gulf,A,1,2023-08-26
D0573,Dr Youssef Ali,Endocrinology,Life Clinic,Asyut,South,C,1,2024-02-02
D0574,Dr Ali Mahmoud,Neurology,Elite Clinic,Damanhur,North,A,0,2024-10-10
D0575,Dr Khaled Mostafa,General Practice,Elite Clinic,Port Said,East,C,1,2024-01-23
D0576,Dr Youssef Mahmoud,Gastroenterology,Shifa Clinic,Damanhur,North,B,0,2024-06-12
D0577,Dr Mohamed El-Sayed,Cardiology,Hope Clinic,Siwa,West,C,1,2023-06-19
D0578,Dr Omar El-Sayed,Endocrinology,Elite Clinic,Riyadh,Gulf,B,1,2024-09-08
D0579,Dr Youssef Hassan,Neurology,Hope Clinic,Sohag,South,C,1,2024-05-05
D0580,Dr Hassan Hassan,Pediatrics,Care Clinic,Qena,South,A,1,2024-08-10
D0581,Dr Khaled Hassan,Cardiology,Hope Clinic,Jeddah,Gulf,C,1,2023-06-20
D0582,Dr Youssef Ali,Gastroenterology,Care Clinic,Marsa Matruh,West,C,1,2024-09-13
D0583,Dr Hassan Saad,Pulmonology,Hope Clinic,Sohag,South,C,1,2023-07-06
D0584,Dr Mohamed Ali,Neurology,Noor Clinic,Ismailia,East,C,1,2023-03-12
D0585,Dr Omar Ali,Cardiology,Care Clinic,Asyut,South,B,1,2024-05-31
D0586,Dr Ali Mostafa,Pulmonology,Hope Clinic,Cairo,Central,B,1,2023-02-09
D0587,Dr Ali El-Sayed,ENT,Elite Clinic,Alexandria,North,C,0,2024-07-06
D0588,Dr Hassan Ali,General Practice,Care Clinic,Riyadh,Gulf,B,1,2024-12-15
D0589,Dr Ali Saad,Neurology,Hope Clinic,Siwa,West,C,1,2025-02-18
D0590,Dr Ahmed Mahmoud,Pulmonology,Hope Clinic,Tanta,North,B,1,2025-05-29
D0591,Dr Ahmed Mostafa,Gastroenterology,Hope Clinic,Giza,Central,B,1,2025-03-19
D0592,Dr Khaled Ali,Cardiology,Shifa Clinic,Damanhur,North,B,1,2025-04-03
D0593,Dr Hassan Ali,Pediatrics,Hope Clinic,Alexandria,North,C,1,2025-05-25
D0594,Dr Youssef Mostafa,Gastroenterology,Hope Clinic,Port Said,East,C,1,2023-07-28
D0595,Dr Hassan Mahmoud,Neurology,Elite Clinic,Marsa Matruh,West,C,1,2023-11-11
D0596,Dr Mohamed El-Sayed,Internal Medicine,Care Clinic,Marsa Matruh,West,C,1,2024-12-17
D0597,Dr Omar El-Sayed,Neurology,Care Clinic,Giza,Central,C,1,2024-12-01
D0598,Dr Youssef El-Sayed,Internal Medicine,Life Clinic,Marsa Matruh,West,C,1,2024-09-06
D0599,Dr Youssef Mostafa,Neurology,Elite Clinic,Ismailia,East,A,1,2024-01-29
D0600,Dr Youssef Ali,Cardiology,Life Clinic,Giza,Central,C,1,2024-10-17
D0601,Dr Hassan Mostafa,General Practice,Elite Clinic,Qena,South,B,1,2024-09-05
D0602,Dr Ahmed Hassan,Pulmonology,Life Clinic,Qena,South,C,1,2024-11-01
D0603,Dr Hassan El-Sayed,Neurology,Elite Clinic,Suez,East,C,1,2023-07-25
D0604,Dr Hassan Mahmoud,Internal Medicine,Shifa Clinic,Dubai,Gulf,C,1,2024-07-26
D0605,Dr Khaled Hassan,Endocrinology,Noor Clinic,Ismailia,East,B,1,2023-01-05
D0606,Dr Ali Mostafa,General Practice,Shifa Clinic,Cairo,Central,A,1,2023-04-30
D0607,Dr Mohamed Mahmoud,ENT,Noor Clinic,Giza,Central,C,1,2025-02-27
D0608,Dr Omar Hassan,Cardiology,Elite Clinic,Riyadh,Gulf,B,1,2024-01-27
D0609,Dr Ahmed Saad,Neurology,Shifa Clinic,Dubai,Gulf,B,1,2024-07-02
D0610,Dr Ahmed Mostafa,Internal Medicine,Care Clinic,Sohag,South,B,1,2023-12-17
D0611,Dr Omar Saad,Neurology,Care Clinic,Siwa,West,B,1,2023-07-07
D0612,Dr Mohamed Hassan,Endocrinology,Care Clinic,Marsa Matruh,West,C,1,2023-07-31
D0613,Dr Omar Saad,Pulmonology,Noor Clinic,Giza,Central,C,1,2023-03-22
D0614,Dr Hassan Mahmoud,General Practice,Noor Clinic,Cairo,Central,C,1,2024-01-16
D0615,Dr Khaled Ali,ENT,Care Clinic,Giza,Central,B,1,2024-06-07
D0616,Dr Ahmed Mostafa,Cardiology,Shifa Clinic,Cairo,Central,C,1,2024-07-07
D0617,Dr Khaled Saad,ENT,Life Clinic,Marsa Matruh,West,C,1,2024-04-16
D0618,Dr Hassan Mahmoud,Endocrinology,Care Clinic,Damanhur,North,B,1,2024-01-06
D0619,Dr Khaled Hassan,Endocrinology,Noor Clinic,Giza,Central,B,0,2023-12-18
D0620,Dr Youssef Mahmoud,Pediatrics,Noor Clinic,Marsa Matruh,West,C,1,2025-05-24
D0621,Dr Ahmed Saad,Pulmonology,Shifa Clinic,Qena,South,C,1,2025-04-13
D0622,Dr Omar Hassan,Pediatrics,Noor Clinic,Qena,South,C,1,2025-03-30
D0623,Dr Omar Mostafa,Pediatrics,Hope Clinic,Alexandria,North,B,0,2025-05-19
D0624,Dr Ahmed Ali,ENT,Life Clinic,Riyadh,Gulf,B,1,2024-08-04
D0625,Dr Omar El-Sayed,Cardiology,Noor Clinic,Dubai,Gulf,B,1,2025-05-09
D0626,Dr Khaled Mahmoud,Gastroenterology,Life Clinic,Riyadh,Gulf,B,1,2025-04-09
D0627,Dr Hassan Mostafa,Neurology,Elite Clinic,Marsa Matruh,West,C,0,2023-07-23
D0628,Dr Omar Mostafa,Pulmonology,Noor Clinic,Jeddah,Gulf,C,1,2023-11-29
D0629,Dr Mohamed Hassan,Internal Medicine,Elite Clinic,Riyadh,Gulf,B,1,2024-10-08
D0630,Dr Khaled Hassan,Pediatrics,Shifa Clinic,Suez,East,C,1,2023-06-15
D0631,Dr Khaled Ali,Gastroenterology,Shifa Clinic,Port Said,East,C,1,2024-02-09
D0632,Dr Ali El-Sayed,General Practice,Care Clinic,Jeddah,Gulf,C,1,2023-07-08
D0633,Dr Mohamed Hassan,Gastroenterology,Noor Clinic,Dubai,Gulf,C,1,2023-03-23
D0634,Dr Ahmed Ali,Internal Medicine,Hope Clinic,Alexandria,North,C,1,2023-02-25
D0635,Dr Khaled Hassan,Gastroenterology,Care Clinic,Alexandria,North,C,1,2024-02-04
D0636,Dr Mohamed El-Sayed,ENT,Life Clinic,Riyadh,Gulf,C,1,2025-05-08
D0637,Dr Hassan Mahmoud,Neurology,Hope Clinic,Riyadh,Gulf,C,1,2025-06-10
D0638,Dr Omar Saad,General Practice,Hope Clinic,Marsa Matruh,West,B,1,2024-10-08
D0639,Dr Youssef Mahmoud,Neurology,Shifa Clinic,Siwa,West,B,1,2023-04-02
D0640,Dr Ali Hassan,Pulmonology,Shifa Clinic,Siwa,West,B,1,2025-04-14
D0641,Dr Youssef Mahmoud,General Practice,Life Clinic,Suez,East,A,0,2025-02-12
D0642,Dr Youssef Mostafa,Endocrinology,Noor Clinic,Siwa,West,C,1,2023-07-13
D0643,Dr Youssef Hassan,Pulmonology,Shifa Clinic,Marsa Matruh,West,C,1,2025-04-28
D0644,Dr Ali Saad,Endocrinology,Elite Clinic,Tanta,North,C,1,2024-09-19
D0645,Dr Ahmed Hassan,General Practice,Care Clinic,Suez,East,C,1,2025-05-23
D0646,Dr Youssef Hassan,ENT,Shifa Clinic,Ismailia,East,C,1,2024-09-29
D0647,Dr Khaled Mahmoud,Cardiology,Care Clinic,Alexandria,North,C,1,2023-04-15
D0648,Dr Mohamed Mahmoud,Cardiology,Noor Clinic,Riyadh,Gulf,B,1,2024-05-20
D0649,Dr Ahmed Hassan,Neurology,Life Clinic,Suez,East,B,1,2023-12-05
D0650,Dr Khaled Ali,Internal Medicine,Life Clinic,Suez,East,C,1,2025-05-11
D0651,Dr Omar El-Sayed,Endocrinology,Care Clinic,Damanhur,North,B,0,2023-09-11
D0652,Dr Omar Mahmoud,General Practice,Shifa Clinic,Marsa Matruh,West,C,1,2024-02-03
D0653,Dr Khaled Ali,Cardiology,Elite Clinic,Qena,South,C,1,2023-05-06
D0654,Dr Ahmed Hassan,Neurology,Elite Clinic,Ismailia,East,C,1,2023-08-12
D0655,Dr Youssef Hassan,Cardiology,Life Clinic,Siwa,West,B,1,2023-05-03
D0656,Dr Ahmed Hassan,ENT,Care Clinic,Damanhur,North,C,1,2025-02-28
D0657,Dr Ahmed El-Sayed,Neurology,Shifa Clinic,Marsa Matruh,West,C,0,2024-10-02
D0658,Dr Khaled Mostafa,General Practice,Elite Clinic,Dubai,Gulf,C,1,2023-08-27
D0659,Dr Mohamed Mahmoud,Endocrinology,Life Clinic,Suez,East,A,1,2025-01-11
D0660,Dr Hassan Hassan,General Practice,Hope Clinic,Siwa,West,B,1,2023-07-14
D0661,Dr Hassan Hassan,ENT,Life Clinic,Suez,East,B,1,2025-05-31
D0662,Dr Youssef El-Sayed,ENT,Elite Clinic,Cairo,Central,B,1,2024-01-11
D0663,Dr Ali Mostafa,Pulmonology,Care Clinic,Giza,Central,C,1,2024-01-08
D0664,Dr Mohamed Mostafa,Internal Medicine,Elite Clinic,Port Said,East,C,1,2024-02-01
D0665,Dr Ahmed Mostafa,Gastroenterology,Elite Clinic,Marsa Matruh,West,B,1,2023-04-24
D0666,Dr Youssef Hassan,Pulmonology,Life Clinic,Alexandria,North,B,1,2023-04-20
D0667,Dr Hassan Mahmoud,Pediatrics,Life Clinic,Damanhur,North,C,1,2024-12-19
D0668,Dr Youssef El-Sayed,Internal Medicine,Noor Clinic,Ismailia,East,A,0,2024-11-02
D0669,Dr Ali Mahmoud,Neurology,Elite Clinic,Dubai,Gulf,C,0,2024-03-01
D0670,Dr Khaled El-Sayed,Gastroenterology,Care Clinic,Damanhur,North,C,1,2025-05-04
D0671,Dr Mohamed Mostafa,Internal Medicine,Elite Clinic,Cairo,Central,C,1,2023-07-14
D0672,Dr Ahmed Saad,Pulmonology,Hope Clinic,Qena,South,C,1,2025-02-03
D0673,Dr Mohamed Hassan,ENT,Hope Clinic,Port Said,East,C,1,2023-04-17
D0674,Dr Khaled Mostafa,Pulmonology,Shifa Clinic,Siwa,West,C,1,2023-12-27
D0675,Dr Hassan Mostafa,Pediatrics,Care Clinic,Suez,East,C,1,2023-09-04
D0676,Dr Ahmed Saad,Neurology,Life Clinic,Siwa,West,C,1,2024-02-11
D0677,Dr Ahmed Mahmoud,Cardiology,Care Clinic,Port Said,East,C,0,2023-11-06
D0678,Dr Khaled Mostafa,Cardiology,Hope Clinic,Sohag,South,C,0,2025-04-22
D0679,Dr Khaled Mahmoud,Internal Medicine,Hope Clinic,Cairo,Central,A,1,2023-05-22
D0680,Dr Hassan Hassan,Gastroenterology,Elite Clinic,Asyut,South,C,1,2024-02-14
D0681,Dr Omar Saad,Neurology,Hope Clinic,Damanhur,North,C,1,2025-04-25
D0682,Dr Ahmed El-Sayed,Gastroenterology,Shifa Clinic,Damanhur,North,A,1,2024-01-26
D0683,Dr Mohamed Saad,Pediatrics,Elite Clinic,Suez,East,C,1,2025-02-27
D0684,Dr Hassan Mostafa,Pediatrics,Care Clinic,Cairo,Central,A,1,2023-11-23
D0685,Dr Youssef Mostafa,Endocrinology,Hope Clinic,Port Said,East,B,1,2024-02-07
D0686,Dr Mohamed Mahmoud,Endocrinology,Life Clinic,Cairo,Central,B,1,2023-06-01
D0687,Dr Youssef Saad,General Practice,Care Clinic,Marsa Matruh,West,B,1,2024-05-28
D0688,Dr Mohamed Mostafa,General Practice,Hope Clinic,Sohag,South,B,1,2024-08-08
D0689,Dr Khaled Saad,Endocrinology,Hope Clinic,Jeddah,Gulf,B,1,2024-03-16
D0690,Dr Khaled Mostafa,Pediatrics,Elite Clinic,Alexandria,North,B,1,2023-11-25
D0691,Dr Youssef Mostafa,Pulmonology,Care Clinic,Tanta,North,C,1,2025-04-02
D0692,Dr Omar El-Sayed,Endocrinology,Life Clinic,Marsa Matruh,West,B,1,2025-02-14
D0693,Dr Ali Mahmoud,Endocrinology,Life Clinic,Dubai,Gulf,C,0,2025-06-08
D0694,Dr Mohamed Saad,Internal Medicine,Hope Clinic,Port Said,East,B,1,2023-12-06
D0695,Dr Hassan Saad,General Practice,Care Clinic,Asyut,South,C,1,2024-05-09
D0696,Dr Ahmed Mahmoud,Cardiology,Care Clinic,Jeddah,Gulf,B,0,2024-06-23
D0697,Dr Youssef Saad,Endocrinology,Life Clinic,Tanta,North,C,1,2023-02-24
D0698,Dr Ali El-Sayed,Gastroenterology,Life Clinic,Tanta,North,C,0,2024-01-04
D0699,Dr Ahmed Mahmoud,Pediatrics,Noor Clinic,Port Said,East,B,1,2024-12-27
D0700,Dr Omar El-Sayed,Pulmonology,Life Clinic,Cairo,Central,B,0,2024-07-28
D0701,Dr Ahmed Mahmoud,Gastroenterology,Elite Clinic,Qena,South,B,1,2023-06-10
D0702,Dr Khaled El-Sayed,Gastroenterology,Elite Clinic,Suez,East,B,0,2024-05-28
D0703,Dr Mohamed Mahmoud,Cardiology,Noor Clinic,Suez,East,C,0,2023-08-19
D0704,Dr Hassan Saad,Internal Medicine,Elite Clinic,Dubai,Gulf,C,1,2024-11-25
D0705,Dr Hassan Mahmoud,Endocrinology,Noor Clinic,Sohag,South,C,1,2023-11-16
D0706,Dr Ali Hassan,Endocrinology,Care Clinic,Cairo,Central,C,1,2024-12-01
D0707,Dr Mohamed Saad,General Practice,Hope Clinic,Port Said,East,C,1,2025-02-27
D0708,Dr Mohamed Mahmoud,Internal Medicine,Care Clinic,Sohag,South,C,0,2023-05-02
D0709,Dr Khaled Ali,Neurology,Elite Clinic,Dubai,Gulf,C,1,2024-02-26
D0710,Dr Mohamed El-Sayed,Gastroenterology,Hope Clinic,Jeddah,Gulf,B,1,2023-05-15
D0711,Dr Khaled El-Sayed,Endocrinology,Elite Clinic,Giza,Central,C,1,2023-01-27
D0712,Dr Khaled Hassan,General Practice,Noor Clinic,Marsa Matruh,West,C,1,2024-10-27
D0713,Dr Ali El-Sayed,Pulmonology,Shifa Clinic,Siwa,West,B,1,2024-02-23
D0714,Dr Ali Mostafa,Endocrinology,Noor Clinic,Marsa Matruh,West,C,1,2024-03-25
D0715,Dr Ahmed Mostafa,ENT,Elite Clinic,Riyadh,Gulf,C,1,2025-03-05
D0716,Dr Hassan Mostafa,Pediatrics,Elite Clinic,Siwa,West,C,1,2024-08-31
D0717,Dr Ahmed Hassan,General Practice,Hope Clinic,Dubai,Gulf,A,1,2025-06-17
D0718,Dr Ahmed Hassan,Cardiology,Shifa Clinic,Giza,Central,C,1,2024-10-07
D0719,Dr Youssef Mahmoud,Gastroenterology,Hope Clinic,Siwa,West,C,1,2023-06-20
D0720,Dr Youssef El-Sayed,General Practice,Elite Clinic,Damanhur,North,C,1,2024-10-23
D0721,Dr Hassan Hassan,Pulmonology,Noor Clinic,Cairo,Central,C,0,2024-12-13
D0722,Dr Mohamed Ali,ENT,Life Clinic,Siwa,West,A,1,2024-12-30
D0723,Dr Omar Ali,Pulmonology,Elite Clinic,Suez,East,C,1,2023-04-27
D0724,Dr Hassan Hassan,General Practice,Noor Clinic,Ismailia,East,C,1,2024-06-07
D0725,Dr Ali Saad,Cardiology,Care Clinic,Giza,Central,C,0,2024-08-02
D0726,Dr Khaled Saad,Pulmonology,Noor Clinic,Asyut,South,C,1,2023-11-12
D0727,Dr Ahmed Mostafa,Pulmonology,Shifa Clinic,Port Said,East,A,1,2023-07-27
D0728,Dr Hassan Ali,ENT,Care Clinic,Tanta,North,C,1,2023-01-06
D0729,Dr Hassan El-Sayed,ENT,Care Clinic,Qena,South,B,1,2024-09-07
D0730,Dr Mohamed El-Sayed,General Practice,Elite Clinic,Giza,Central,C,1,2023-07-09
D0731,Dr Hassan Mahmoud,Pulmonology,Shifa Clinic,Ismailia,East,C,1,2025-05-08
D0732,Dr Khaled Mostafa,Internal Medicine,Elite Clinic,Alexandria,North,B,1,2024-11-19
D0733,Dr Khaled El-Sayed,General Practice,Life Clinic,Jeddah,Gulf,B,1,2024-08-15
D0734,Dr Youssef Mostafa,Neurology,Life Clinic,Suez,East,C,1,2025-02-15
D0735,Dr Hassan Ali,Pulmonology,Hope Clinic,Suez,East,A,1,2023-12-04
D0736,Dr Omar Mostafa,Endocrinology,Life Clinic,Qena,South,C,1,2025-01-17
D0737,Dr Hassan Mostafa,Pediatrics,Shifa Clinic,Siwa,West,C,1,2024-06-22
D0738,Dr Ali Hassan,ENT,Hope Clinic,Qena,South,C,1,2024-05-19
D0739,Dr Youssef Saad,Gastroenterology,Life Clinic,Qena,South,C,1,2023-01-25
D0740,Dr Ali Saad,Pediatrics,Care Clinic,Dubai,Gulf,B,1,2024-07-27
D0741,Dr Khaled Mahmoud,Endocrinology,Hope Clinic,Damanhur,North,C,1,2023-03-11
D0742,Dr Omar Mostafa,Cardiology,Hope Clinic,Giza,Central,A,1,2024-02-10
D0743,Dr Youssef Ali,Endocrinology,Life Clinic,Alexandria,North,B,1,2024-11-19
D0744,Dr Hassan Mahmoud,ENT,Noor Clinic,Dubai,Gulf,B,1,2025-06-04
D0745,Dr Hassan Mostafa,General Practice,Life Clinic,Marsa Matruh,West,B,1,2023-11-20
D0746,Dr Ahmed Hassan,Neurology,Shifa Clinic,Qena,South,C,1,2023-12-29
D0747,Dr Hassan Ali,Pediatrics,Care Clinic,Tanta,North,C,1,2024-08-07
D0748,Dr Khaled Ali,Gastroenterology,Life Clinic,Cairo,Central,C,1,2023-02-02
D0749,Dr Hassan Mahmoud,Neurology,Care Clinic,Marsa Matruh,West,B,0,2023-08-10
D0750,Dr Hassan El-Sayed,Cardiology,Noor Clinic,Tanta,North,C,0,2024-03-30
D0751,Dr Hassan Mahmoud,Endocrinology,Shifa Clinic,Cairo,Central,B,1,2025-06-13
D0752,Dr Ahmed Ali,General Practice,Noor Clinic,Asyut,South,C,1,2025-01-11
D0753,Dr Ali Mostafa,Internal Medicine,Life Clinic,Jeddah,Gulf,A,0,2024-12-04
D0754,Dr Khaled El-Sayed,Cardiology,Hope Clinic,Suez,East,A,1,2025-02-02
D0755,Dr Hassan Mahmoud,Endocrinology,Noor Clinic,Port Said,East,B,1,2023-10-11
D0756,Dr Hassan Mostafa,Gastroenterology,Hope Clinic,Dubai,Gulf,A,1,2023-01-16
D0757,Dr Omar Mahmoud,General Practice,Hope Clinic,Alexandria,North,B,1,2023-05-25
D0758,Dr Youssef El-Sayed,Internal Medicine,Care Clinic,Asyut,South,B,1,2024-07-07
D0759,Dr Youssef Hassan,Cardiology,Elite Clinic,Tanta,North,A,1,2024-03-12
D0760,Dr Ali Saad,Neurology,Hope Clinic,Giza,Central,B,1,2024-12-31
D0761,Dr Youssef El-Sayed,Pulmonology,Noor Clinic,Tanta,North,A,1,2024-12-16
D0762,Dr Ali Mostafa,ENT,Shifa Clinic,Port Said,East,B,0,2023-05-28
D0763,Dr Ali Mahmoud,Pulmonology,Noor Clinic,Suez,East,C,1,2025-03-18
D0764,Dr Ali Hassan,Internal Medicine,Shifa Clinic,Marsa Matruh,West,B,1,2024-04-17
D0765,Dr Ali El-Sayed,Pulmonology,Shifa Clinic,Port Said,East,C,1,2025-01-01
D0766,Dr Mohamed Mostafa,Gastroenterology,Care Clinic,Cairo,Central,C,1,2024-02-28
D0767,Dr Omar Mostafa,ENT,Noor Clinic,Cairo,Central,B,1,2025-04-13
D0768,Dr Ahmed Saad,General Practice,Elite Clinic,Siwa,West,C,1,2024-11-16
D0769,Dr Ahmed Ali,Internal Medicine,Care Clinic,Giza,Central,C,1,2024-07-22
D0770,Dr Ali Ali,Internal Medicine,Shifa Clinic,Suez,East,C,1,2024-09-02
D0771,Dr Ali Saad,Internal Medicine,Life Clinic,Marsa Matruh,West,B,1,2024-08-17
D0772,Dr Hassan Ali,Pulmonology,Care Clinic,Qena,South,B,1,2024-09-22
D0773,Dr Khaled Ali,Neurology,Elite Clinic,Qena,South,B,1,2024-11-26
D0774,Dr Mohamed Mahmoud,Cardiology,Life Clinic,Ismailia,East,C,1,2025-05-17
D0775,Dr Ahmed Mahmoud,Cardiology,Life Clinic,Port Said,East,A,1,2024-01-03
D0776,Dr Youssef Ali,Pediatrics,Hope Clinic,Sohag,South,C,1,2024-02-20
D0777,Dr Ali Mahmoud,Pulmonology,Noor Clinic,Qena,South,B,1,2024-01-29
D0778,Dr Mohamed Saad,Pulmonology,Noor Clinic,Sohag,South,A,1,2023-01-17
D0779,Dr Ali Ali,Pulmonology,Elite Clinic,Riyadh,Gulf,A,1,2024-03-01
D0780,Dr Youssef Ali,Pulmonology,Shifa Clinic,Giza,Central,B,1,2025-04-19
D0781,Dr Omar Hassan,Pediatrics,Elite Clinic,Asyut,South,C,1,2025-05-17
D0782,Dr Ahmed Mostafa,Pediatrics,Noor Clinic,Giza,Central,C,1,2023-02-04
D0783,Dr Mohamed Saad,Internal Medicine,Elite Clinic,Riyadh,Gulf,C,0,2023-03-23
D0784,Dr Ahmed Hassan,ENT,Noor Clinic,Giza,Central,C,1,2024-09-16
D0785,Dr Khaled Mostafa,Internal Medicine,Life Clinic,Jeddah,Gulf,C,1,2024-08-16
D0786,Dr Hassan Saad,Cardiology,Shifa Clinic,Port Said,East,B,1,2024-04-25
D0787,Dr Omar Mahmoud,Gastroenterology,Elite Clinic,Siwa,West,B,1,2024-09-03
D0788,Dr Ahmed Saad,Cardiology,Shifa Clinic,Giza,Central,C,1,2024-08-09
D0789,Dr Ahmed Mahmoud,Cardiology,Shifa Clinic,Jeddah,Gulf,B,1,2024-06-01
D0790,Dr Ahmed Mostafa,Gastroenterology,Care Clinic,Qena,South,B,1,2025-01-29
D0791,Dr Omar Hassan,ENT,Noor Clinic,Cairo,Central,B,1,2025-03-12
D0792,Dr Hassan Hassan,Cardiology,Noor Clinic,Qena,South,B,1,2023-05-29
D0793,Dr Mohamed Mostafa,Endocrinology,Elite Clinic,Siwa,West,C,1,2023-06-21
D0794,Dr Youssef Ali,Gastroenterology,Noor Clinic,Ismailia,East,C,1,2023-06-21
D0795,Dr Youssef Mahmoud,General Practice,Care Clinic,Suez,East,B,1,2024-02-04
D0796,Dr Omar Mahmoud,Cardiology,Hope Clinic,Giza,Central,B,1,2024-01-27
D0797,Dr Youssef Mostafa,Internal Medicine,Elite Clinic,Dubai,Gulf,C,1,2025-05-14
D0798,Dr Hassan Ali,Gastroenterology,Noor Clinic,Suez,East,B,1,2024-11-01
D0799,Dr Hassan Mahmoud,Endocrinology,Elite Clinic,Jeddah,Gulf,C,1,2023-07-19
D0800,Dr Ahmed El-Sayed,Neurology,Noor Clinic,Dubai,Gulf,C,1,2025-05-01
D0801,Dr Khaled Mahmoud,Internal Medicine,Care Clinic,Damanhur,North,C,1,2025-01-12
D0802,Dr Mohamed Mostafa,Internal Medicine,Elite Clinic,Alexandria,North,A,1,2025-05-05
D0803,Dr Omar Saad,Internal Medicine,Hope Clinic,Damanhur,North,A,1,2024-01-20
D0804,Dr Omar Ali,Pulmonology,Shifa Clinic,Asyut,South,B,1,2023-03-19
D0805,Dr Ahmed Ali,Gastroenterology,Noor Clinic,Siwa,West,B,1,2025-03-06
D0806,Dr Ahmed Ali,Gastroenterology,Care Clinic,Ismailia,East,C,1,2024-03-27
D0807,Dr Ali Ali,Pulmonology,Care Clinic,Giza,Central,C,1,2024-07-07
D0808,Dr Ahmed Mostafa,ENT,Elite Clinic,Cairo,Central,C,1,2023-03-16
D0809,Dr Ahmed El-Sayed,Cardiology,Elite Clinic,Suez,East,C,1,2024-10-17
D0810,Dr Ahmed Mostafa,Pulmonology,Elite Clinic,Siwa,West,C,0,2024-08-11
D0811,Dr Ali El-Sayed,Pediatrics,Hope Clinic,Siwa,West,B,1,2025-04-11
D0812,Dr Ahmed Mostafa,Pediatrics,Hope Clinic,Asyut,South,C,1,2024-05-08
D0813,Dr Ahmed Mahmoud,Gastroenterology,Hope Clinic,Suez,East,B,1,2024-10-24
D0814,Dr Mohamed Mostafa,ENT,Life Clinic,Ismailia,East,C,1,2023-07-27
D0815,Dr Omar Mahmoud,Gastroenterology,Noor Clinic,Marsa Matruh,West,C,1,2024-10-07
D0816,Dr Ahmed Saad,ENT,Hope Clinic,Damanhur,North,C,1,2023-07-17
D0817,Dr Youssef Mostafa,Pediatrics,Noor Clinic,Sohag,South,A,1,2023-11-12
D0818,Dr Youssef El-Sayed,Neurology,Care Clinic,Alexandria,North,A,1,2023-02-13
D0819,Dr Hassan Hassan,General Practice,Elite Clinic,Jeddah,Gulf,B,1,2025-06-14
D0820,Dr Ahmed Ali,Internal Medicine,Hope Clinic,Cairo,Central,A,1,2024-10-31
D0821,Dr Ali El-Sayed,Pulmonology,Noor Clinic,Alexandria,North,A,1,2023-11-11
D0822,Dr Hassan Mostafa,Internal Medicine,Care Clinic,Cairo,Central,C,1,2024-05-24
D0823,Dr Omar Ali,Pediatrics,Shifa Clinic,Alexandria,North,B,1,2025-01-25
D0824,Dr Mohamed El-Sayed,General Practice,Hope Clinic,Damanhur,North,A,1,2025-03-23
D0825,Dr Mohamed Saad,Internal Medicine,Shifa Clinic,Sohag,South,A,1,2024-03-01
D0826,Dr Ahmed Saad,ENT,Hope Clinic,Cairo,Central,B,1,2023-05-17
D0827,Dr Mohamed El-Sayed,Cardiology,Elite Clinic,Marsa Matruh,West,C,1,2023-01-08
D0828,Dr Youssef Saad,Gastroenterology,Care Clinic,Jeddah,Gulf,B,1,2025-03-02
D0829,Dr Hassan Saad,Gastroenterology,Life Clinic,Asyut,South,C,1,2023-06-28
D0830,Dr Ali Mahmoud,ENT,Shifa Clinic,Cairo,Central,C,1,2025-04-26
D0831,Dr Ahmed Mostafa,General Practice,Shifa Clinic,Marsa Matruh,West,B,1,2024-06-26
D0832,Dr Ahmed Hassan,ENT,Life Clinic,Cairo,Central,C,1,2023-10-11
D0833,Dr Ahmed Saad,ENT,Shifa Clinic,Qena,South,B,1,2023-02-14
D0834,Dr Youssef El-Sayed,Pediatrics,Life Clinic,Ismailia,East,B,1,2025-02-15
D0835,Dr Hassan El-Sayed,General Practice,Life Clinic,Dubai,Gulf,B,1,2024-05-11
D0836,Dr Omar Saad,ENT,Shifa Clinic,Qena,South,C,1,2023-07-23
D0837,Dr Ali Hassan,Neurology,Noor Clinic,Asyut,South,B,1,2024-02-27
D0838,Dr Mohamed Hassan,ENT,Hope Clinic,Asyut,South,C,1,2024-03-22
D0839,Dr Omar Mahmoud,Pediatrics,Shifa Clinic,Marsa Matruh,West,B,1,2023-07-18
